Video_Title,Video_PublishDate,Video_Views,Video_Likes,Video_Comments
One Direction - This Is Us DVD Extras (Exclusive Clip 2),2013-12-03T14:29:46Z,782272,33897,1098
One Direction: This Is Us DVD Extras (Exclusive Clip),2013-12-02T18:34:24Z,724190,33970,1000
One Direction Midnight Memories Thank You,2013-12-01T19:13:43Z,671991,37198,1354
One Direction: Our Moment,2013-11-27T12:16:54Z,861320,53763,1708
2014 Where We Are US stadium tour announcement,2013-11-26T13:46:34Z,472224,19188,3551
1D Day Best Bits,2013-11-25T23:17:48Z,10303652,217157,5713
Watch #1DDay on 23rd November - Live on YouTube,2013-11-20T10:38:33Z,1964703,40994,3534
TV Advert - Midnight Memories by One Direction,2013-11-11T19:42:34Z,618083,37897,829
One Direction - Story of My Life (Live in Japan),2013-11-04T17:26:27Z,1600525,71162,3088
1D feat AKB48 - Story of My Life exclusive!,2013-11-01T15:02:06Z,771858,28887,3017
One Direction: Story of My Life Out Now!,2013-10-28T09:10:30Z,497521,26498,1573
One Direction- 'Our Moment' Fragrance Ad,2013-08-24T19:34:08Z,14814752,473265,31900
One Direction: This Is Us Movie - Louis,2013-08-15T17:31:07Z,1849133,55036,2232
Zayn Malik: 1D Fragrance,2013-08-15T17:11:24Z,1879232,37381,2024
Harry Styles: One Direction Fragrance,2013-08-13T13:17:57Z,2228826,60905,7924
Louis Tomlinson: 1D Fragrance,2013-08-12T11:13:51Z,1824766,50091,4481
One Direction - Thank You for Best Song Ever,2013-07-29T16:27:10Z,1055169,52548,4233
Niall shoots and scores!,2013-07-26T14:36:29Z,930886,46378,2877
Harry in Minneapolis,2013-07-26T14:35:37Z,678121,32193,1004
One Direction Hit the Catwalk,2013-07-16T11:04:49Z,590008,25163,1952
COLOMBIA! 1D Stadium Tour Tickets On Sale 9am 24th June!,2013-06-21T21:27:05Z,228376,8717,812
One Direction Fragrance 'Our Moment' Short Film,2013-06-14T15:03:40Z,1726523,63455,5243
One Direction: Fragrance launch,2013-06-07T18:03:44Z,1138218,39706,3750
One Direction Scrapbook App for iPad/iPhone,2013-02-20T18:44:14Z,236634,8447,897
Niall's Backstage Tour!,2012-12-23T17:17:36Z,1223094,51722,4537
1D Take Me Home Releases part 2,2012-11-21T16:16:54Z,521816,13577,3048
1D Take Me Home Releases part 3,2012-11-21T16:15:53Z,465417,12721,2617
One Direction Thank You,2012-11-20T20:29:51Z,1058671,30078,2169
1D Take Me Home Releases part 4,2012-11-20T20:28:58Z,403940,12472,487
One Direction Boxset with Zappar!,2012-11-05T10:16:16Z,538620,14285,911
Access 1D: USA (Part1),2012-07-13T13:02:06Z,4781483,114338,16217
Message to UK fans!,2012-06-15T16:26:21Z,553024,13546,2811
1D: 'Up All Night - The Live Tour' DVD OUT NOW!,2012-06-15T16:26:10Z,331359,8318,878
Up All Night - The Live Tour DVD: Behind The Scenes,2012-04-25T11:07:07Z,1532946,23646,2522
1D Mania in the USA,2012-03-21T07:04:00Z,567017,12489,1655
One Direction - Spin the Harry (Episode 2),2012-03-19T10:32:49Z,6749857,231516,17774
"Happy ""Up All Night"" US Release Day!",2012-03-13T16:31:38Z,396394,8801,1435
One Direction Mania,2012-03-05T18:02:28Z,553930,15812,2003
One Direction US Tour Diary: Albany,2012-03-03T22:24:06Z,754737,12271,1113
One Direction - Spin the Harry (Episode 1),2012-03-02T17:42:55Z,12366149,396443,24887
1D: Thanks a million...3 million!,2012-03-02T12:22:27Z,660224,17030,2443
One Direction: US Tour Diary (Chicago),2012-02-28T16:09:54Z,629181,11627,1003
One Direction - Thank You x,2012-02-22T16:29:07Z,605624,17862,1785
One Direction: Harry's Birthday Thank You,2012-02-10T16:08:16Z,603757,14162,1269
One Direction - Happy Valentine's Day!,2012-02-03T13:40:21Z,736005,17816,1072
One Direction - Video Diary (Part 4),2012-02-01T08:42:15Z,11094944,234365,42923
One Direction - Video Diary 3,2012-01-19T22:15:33Z,7375270,188592,30598
One Direction - MEGAMIND (Pt 2),2012-01-09T15:49:52Z,2700492,79173,7776
One Direction - Video Tour Diary.,2012-01-05T15:24:02Z,4800911,114741,29631
One Direction - MEGAMIND (Pt 1),2011-12-22T10:01:10Z,3211695,97620,7204
One Direction  - Video Diary,2011-12-22T09:49:43Z,9498776,250921,44457
One Direction - #1DAdvert,2011-12-09T14:12:59Z,288933,8305,625
One Direction - Super Pokemon Rumble (Behind the Scenes),2011-12-07T15:00:19Z,5075954,99837,5644
One Direction - Super Pokemon Rumble,2011-12-01T18:02:28Z,440696,10302,458
Save The 1Day Best Bits Video,2011-11-21T12:05:01Z,281965,7446,303
One Direction - Up All Night Listening Party (Part 1),2011-11-18T22:01:28Z,1143366,19290,2142
One Direction - Up All Night Listening Party (Part 3),2011-11-18T20:51:24Z,599822,14521,2314
One Direction - Up All Night Listening Party (Part 2),2011-11-18T17:57:29Z,765646,16752,3035
One Direction TV Ad -- Up All Night.,2011-11-18T10:47:46Z,566968,11329,683
The Directioners are getting ever closer to #Savingthe1Day,2011-11-14T16:29:01Z,227010,9738,1004
One Direction wishes 1DCyberpunk a happy birthday,2011-11-11T14:06:48Z,345431,10093,755
One Direction - Gotta Be You (Fan Remix),2011-11-10T21:15:26Z,316797,9357,996
One Direction - What Makes You Beautiful (Behind The Scenes),2011-11-04T18:08:37Z,20522541,355229,20654
The Directioners are still #Savingthe1Day!,2011-11-04T16:01:55Z,616308,17406,1068
One Direction - Gotta Be You (Outtakes),2011-11-01T17:52:17Z,680226,17319,1403
The Directioners are #Savingthe1Day,2011-10-28T16:43:20Z,574061,18858,1360
One Direction by One Direction,2011-10-24T16:41:18Z,7210179,427725,14658
One Direction: Behind The Scenes Photoshoot,2011-10-20T14:08:36Z,2817020,81644,6451
One Direction become...ONE DIRECTION DETECTION!!!,2011-10-11T09:38:15Z,2333046,87963,4232
One Direction lose their laptop!,2011-10-10T14:38:58Z,576535,15620,1234
One Direction: Lakeside Book Signing,2011-09-21T13:16:31Z,757259,20366,1600
One Direction - Thank You,2011-09-18T18:58:53Z,320678,13747,737
One Direction - Dare To Dream Book (Photoshoot),2011-08-31T16:31:15Z,1839546,45771,2630
One Direction - Thank you to all UK fans!,2011-08-22T08:36:47Z,412671,14747,930
One Direction: Alan Carr's Chatty Man (Behind The Scenes),2011-08-04T09:21:48Z,1195720,24515,1848
One Direction: Q&A (Part 2),2011-04-14T17:37:16Z,1676609,62938,3417
One Direction: Q&A (Part 1),2011-04-14T17:12:41Z,2019543,78184,3772
One Direction: X Factor Tour Q&A,2011-04-13T11:00:42Z,1246579,56184,2979
One Direction Tour Video - The 02,2011-03-22T16:22:43Z,2040358,74341,3578
One Direction: X Factor Live Tour (Video Diary),2011-03-09T12:35:47Z,517345,20039,937
One Direction Book Signing - Lakeside,2011-03-07T16:55:01Z,271666,12542,464
One Direction: Tour Video (Week 1),2011-02-24T13:35:36Z,1083978,33497,1620
One Direction - Birmingham Book Signing,2011-02-22T14:28:37Z,424987,23613,897
Welcome to our YouTube Channel!,2011-02-18T15:53:03Z,2245874,312117,17155
